date,species,mean_value,max_value,latitude,longitude
2026-06-04,mugwort_pollen,0.0,0.0,55.9533,-3.1883
2026-06-04,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-04,ragweed_pollen,0.0,0.0,55.9533,-3.1883
2026-06-05,alder_pollen,0.0,0.0,55.9533,-3.1883
2026-06-05,birch_pollen,0.0,0.0,55.9533,-3.1883
2026-06-05,grass_pollen,4.6,14.5,55.9533,-3.1883
2026-06-05,mugwort_pollen,0.0,0.0,55.9533,-3.1883
2026-06-05,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-05,ragweed_pollen,0.0,0.0,55.9533,-3.1883
2026-06-06,alder_pollen,0.0,0.0,55.9533,-3.1883
2026-06-06,birch_pollen,0.0,0.0,55.9533,-3.1883
2026-06-06,grass_pollen,6.24,13.6,55.9533,-3.1883
2026-06-06,mugwort_pollen,0.0,0.0,55.9533,-3.1883
2026-06-06,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-06,ragweed_pollen,0.0,0.0,55.9533,-3.1883
2026-06-07,alder_pollen,0.0,0.0,55.9533,-3.1883
2026-06-07,birch_pollen,0.0,0.0,55.9533,-3.1883
2026-06-07,grass_pollen,2.23,5.8,55.9533,-3.1883
2026-06-07,mugwort_pollen,0.0,0.0,55.9533,-3.1883
2026-06-07,olive_pollen,0.0,0.0,55.9533,-3.1883
2026-06-07,ragweed_pollen,0.0,0.0,55.9533,-3.1883
2026-06-08,alder_pollen,0.0,0.0,55.9533,-3.1883
2026-06-08,birch_pollen,0.0,0.0,55.9533,-3.1883
2026-06-08,grass_pollen,6.4,17.7,55.9533,-3.1883
